3.1076	0.463562	-9.57703	-0.122375	4.04022	
3.10699	0.46051	-10	-0.11261	4.03992	
3.10638	0.455933	-10	-0.152893	4.04022	
3.10638	0.454102	-9.37836	-0.149841	4.04053	
3.10638	0.457153	-10	-0.113525	4.04022	
3.10699	0.4599	-10	-0.151978	4.03992	
3.1076	0.460205	-9.52698	-0.160217	4.04053	
3.1076	0.455627	-10	-0.11261	4.04022	
3.10638	0.448914	-10	-0.132446	4.04053	
3.10699	0.444946	-10	-0.160522	4.03992	
3.10669	0.440674	-9.53094	-0.123291	4.04053	
3.10638	0.438232	-10	-0.111694	4.04053	
3.10822	0.436401	-10	-0.153198	4.04053	
3.1073	0.437927	-9.39575	-0.145569	4.04022	
3.10699	0.437012	-10	-0.110779	4.04053	
3.1076	0.434875	-10	-0.144653	4.04083	
3.1076	0.438232	-9.55994	-0.157471	4.03992	
3.10699	0.445251	-10	-0.113831	4.04022	
3.10669	0.444946	-10	-0.135193	4.04022	
3.1073	0.43457	-10	-0.172424	4.04022	
3.10699	0.419006	-9.51233	-0.133057	4.04022	
3.1076	0.408325	-10	-0.116882	4.04083	
3.1076	0.398865	-10	-0.159912	4.04053	
3.10883	0.393066	-9.38263	-0.150757	4.03931	
3.1076	0.389404	-10	-0.109863	4.04053	
3.10699	0.391846	-10	-0.142212	4.04053	
3.10791	0.394897	-9.48914	-0.153198	4.04053	
3.1076	0.394287	-10	-0.111084	4.03992	
3.10669	0.388794	-10	-0.126038	4.04083	
3.1073	0.375977	-10	-0.160522	4.03992	
3.1076	0.352478	-9.50043	-0.12085	4.04022	
3.1076	0.308228	-10	-0.107727	4.04022	
3.10669	0.229492	-10	-0.1474	4.04083	
3.1076	0.117798	-9.36676	-0.142517	4.04022	
3.10638	0.00732422	-10	-0.110168	4.04022	
3.1076	-0.0558472	-10	-0.14679	4.04022	
3.10669	-0.043335	-9.5697	-0.163269	4.04083	
3.1076	0.0320435	-10	-0.118408	4.04022	
3.1073	0.132446	-10	-0.132751	4.04053	
3.10699	0.210571	-10	-0.164795	4.04022	
3.10699	0.24353	-9.49127	-0.131836	4.04053	
3.1076	0.24231	-10	-0.122986	4.04022	
3.1073	0.237732	-10	-0.162659	4.04053	
3.1076	0.264893	-9.28619	-0.148315	4.04053	
3.10699	0.315552	-10	-0.111389	4.04114	
3.1076	0.362244	-10	-0.144653	4.04022	
3.10638	0.390015	-9.47021	-0.158691	4.04022	
3.1076	0.39856	-10	-0.115356	4.04022	
3.1076	0.394592	-10	-0.135803	4.04022	
3.10638	0.388794	-10	-0.166321	4.04022	
3.10669	0.387268	-9.39331	-0.131836	4.04022	
3.10699	0.386963	-10	-0.112915	4.04053	
3.10669	0.383911	-10	-0.154419	4.03992	
