2.88727	0.453186	-10	-0.163879	4.04053	
2.88666	0.482483	-7.75208	-0.146179	4.04053	
2.88544	0.509949	-8.07007	-0.107117	4.04053	
2.88483	0.532532	-10	-0.144958	4.04083	
2.88605	0.549011	-9.19556	-0.157776	4.04053	
2.88849	0.559692	-7.06177	-0.118713	4.04022	
2.88971	0.567017	-10	-0.132751	4.04022	
2.88422	0.57251	-10	-0.165405	4.04083	
2.88696	0.579224	-7.03125	-0.13092	4.04022	
2.88483	0.582581	-9.25171	-0.115662	4.04022	
2.88788	0.574341	-10	-0.161133	4.04022	
2.88666	0.559387	-7.76917	-0.144958	4.04053	
2.88544	0.53894	-8.02368	-0.105591	4.04053	
2.88666	0.522461	-10	-0.14801	4.04022	
2.88544	0.509949	-9.22791	-0.160217	4.03992	
2.89093	0.500488	-7.0639	-0.115967	4.03961	
2.88422	0.493164	-10	-0.130615	4.04053	
2.89215	0.482788	-10	-0.166321	4.03992	
2.88788	0.473328	-7.0694	-0.1297	4.04083	
2.89154	0.463867	-9.25323	-0.115662	4.04022	
2.88666	0.454407	-10	-0.159912	4.03961	
2.88483	0.444336	-7.6825	-0.144043	4.04022	
2.88666	0.436401	-8.03833	-0.108032	4.03992	
2.88818	0.435791	-10	-0.150146	4.03961	
2.88666	0.444641	-9.23645	-0.157166	4.04022	
2.88788	0.461426	-7.03583	-0.113525	4.03992	
2.88727	0.480347	-10	-0.132446	4.04022	
2.88635	0.495911	-10	-0.162964	4.03992	
2.88635	0.509949	-7.01477	-0.13031	4.04022	
2.89154	0.524597	-9.25629	-0.116272	4.04022	
2.88788	0.53772	-10	-0.164795	4.03992	
2.89032	0.551147	-7.71667	-0.143738	4.04022	
2.88788	0.56427	-8.02856	-0.111084	4.03992	
2.88605	0.575256	-10	-0.150452	4.04022	
2.8891	0.579834	-9.20074	-0.158081	4.04022	
2.88544	0.582581	-7.03033	-0.113831	4.03931	
2.88788	0.587769	-10	-0.133057	4.03992	
2.88727	0.599365	-10	-0.166016	4.03961	
2.88666	0.615234	-7.03125	-0.133667	4.04022	
2.88788	0.629272	-9.26178	-0.116882	4.04022	
2.88666	0.63446	-10	-0.161743	4.03961	
2.89185	0.632019	-7.71545	-0.146179	4.04022	
2.89032	0.626831	-7.98615	-0.106201	4.04083	
2.88849	0.623169	-10	-0.147705	4.04022	
