3.10303	-0.062561	-10	-0.147705	4.04053	
3.10028	-0.13855	-10	-0.12207	4.04114	
3.10272	-0.221558	-10	-0.137634	4.04022	
3.10333	-0.282898	-10	-0.150452	4.04114	
3.1015	-0.284424	-10	-0.13092	4.04114	
3.10455	-0.222168	3.80249	-0.128784	4.04083	
3.10333	-0.12146	-10	-0.155945	4.04053	
3.10272	-0.0317383	-10	-0.146484	4.04114	
3.10272	0.0152588	-10	-0.123901	4.04114	
3.10394	0.0238037	9.99969	-0.142517	4.04053	
3.1015	0.0216675	-10	-0.152893	4.04083	
3.10211	0.0421143	-10	-0.125732	4.04114	
3.10211	0.0891113	9.99969	-0.13855	4.04053	
3.1012	0.147705	-10	-0.151978	4.04053	
3.10272	0.196228	-10	-0.131226	4.04083	
3.10272	0.218811	9.99969	-0.119934	4.04053	
3.1015	0.218506	-10	-0.151672	4.04022	
3.10394	0.212402	-10	-0.144043	4.04022	
3.10394	0.210571	-10	-0.12085	4.04022	
3.10028	0.218811	9.99969	-0.141602	4.04114	
3.10394	0.221252	-10	-0.154724	4.04083	
3.10242	0.215149	-10	-0.123291	4.04083	
3.10272	0.193481	-10	-0.140076	4.04053	
3.1015	0.163574	-10	-0.155029	4.04144	
3.1015	0.139771	-10	-0.133057	4.04083	
3.10394	0.122986	2.11395	-0.125122	4.04053	
3.10272	0.111389	-10	-0.149231	4.04053	
3.10211	0.107422	-10	-0.145264	4.04144	
3.10272	0.125732	-10	-0.120544	4.04083	
3.10333	0.154114	9.84558	-0.142212	4.04053	
3.10333	0.139465	-10	-0.152893	4.04083	
3.10242	-0.0131226	-10	-0.122681	4.04083	
3.10059	-0.509644	-10	-0.131531	4.04114	
3.10181	-1.70441	-10	-0.151367	4.04083	
3.10181	-3.77594	-10	-0.131226	4.04114	
3.10242	-6.41846	-10	-0.125732	4.04083	
3.10211	-8.59131	-10	-0.153503	4.04053	
3.10242	-8.71887	-10	-0.1474	4.04053	
3.10211	-5.8493	-10	-0.12146	4.04083	
3.10211	-1.01868	-10	-0.148621	4.04114	
3.10242	3.37524	-10	-0.152893	4.04114	
3.10089	5.15961	-10	-0.127258	4.04022	
3.10211	4.21265	-10	-0.137329	4.04022	
3.10272	2.05566	-10	-0.151672	4.04083	
3.1015	0.211792	-10	-0.135193	4.04114	
3.1015	-0.707397	-10	-0.125732	4.04083	
3.1012	-0.862427	-10	-0.152588	4.04022	
3.10028	-0.682678	-10	-0.143433	4.04053	
3.1015	-0.506592	-10	-0.119019	4.04083	
3.10089	-0.456848	-10	-0.144043	4.04083	
3.1015	-0.503845	-10	-0.150452	4.04053	
3.10211	-0.58075	-10	-0.121155	4.04022	
3.1012	-0.6427	-10	-0.140686	4.04053	
3.1015	-0.685425	-10	-0.162964	4.04022	
3.10211	-0.719299	-10	-0.128174	4.04114	
3.1015	-0.75531	-10	-0.120544	4.04175	
3.1015	-0.792236	-10	-0.151978	4.04114	
3.09845	-0.814819	-10	-0.141296	4.04083	
3.10181	-0.830994	-10	-0.123596	4.04053	
3.1015	-0.864868	-10	-0.143433	4.04114	
3.10242	-0.922241	-10	-0.153198	4.04083	
3.10272	-0.983887	-10	-0.124817	4.04083	
3.10242	-1.03729	-10	-0.136108	4.04022	
3.09967	-1.0849	-10	-0.154114	4.03992	
3.10089	-1.14075	-10	-0.136108	4.04053	
3.10181	-1.20483	-10	-0.124207	4.04114	
3.09967	-1.27136	-10	-0.152893	4.04053	
3.09784	-1.33759	-10	-0.146179	4.04083	
3.10303	-1.40289	-10	-0.118713	4.04022	
3.1015	-1.47003	-10	-0.142212	4.04053	
3.10364	-1.54755	-10	-0.151672	4.04053	
3.10181	-1.63879	-10	-0.128784	4.04053	
3.10211	-1.74011	-10	-0.141602	4.04053	
3.10181	-1.84906	-10	-0.154419	4.04022	
3.10211	-1.96381	-10	-0.133362	4.03992	
3.1015	-2.08252	-3.30292	-0.125427	4.04053	
3.10272	-2.20184	-10	-0.148621	4.04053	
3.1015	-2.32056	-10	-0.142517	4.04083	
3.10272	-2.43927	-10	-0.122681	4.04022	
3.10028	-2.56989	9.99969	-0.140076	4.03992	
3.1012	-2.70538	-10	-0.149231	4.04022	
3.1015	-2.84546	-10	-0.121765	4.04022	
3.09967	-2.97485	-10	-0.133362	4.04022	
3.10333	-3.09357	-10	-0.157776	4.03931	
3.10089	-3.2135	-10	-0.139465	4.04053	
3.1015	-3.33282	-10	-0.128479	4.04053	
3.10272	-3.43658	-10	-0.151367	4.03992	
3.10211	-3.50433	-10	-0.145874	4.04022	
3.10303	-3.53516	-10	-0.12085	4.04053	
3.10211	-3.51501	-10	-0.145264	4.04083	
3.1015	-3.41675	-10	-0.159912	4.04022	
3.10181	-3.22083	-10	-0.123291	4.04022	
3.10211	-2.92297	-10	-0.137634	4.04053	
3.10272	-2.55615	-10	-0.160522	4.04053	
3.10272	-2.15942	-10	-0.134583	4.03992	
3.10272	-1.7807	-10	-0.128479	4.04053	
3.1015	-1.43738	-10	-0.144043	4.04053	
3.1015	-1.14136	-10	-0.151978	4.04114	
3.10211	-0.897522	-10	-0.124817	4.04083	
3.10272	-0.712891	-10	-0.145874	4.04053	
3.10272	-0.571899	-10	-0.153198	4.04022	
3.1012	-0.460815	-10	-0.125732	4.04022	
3.10272	-0.370789	-10	-0.138245	4.04083	
3.10211	-0.308533	-10	-0.159912	4.04205	
3.10272	-0.266113	-10	-0.132446	4.04022	
3.10089	-0.236206	9.13544	-0.125427	4.04053	
3.10333	-0.211182	-10	-0.147705	4.04053	
3.10211	-0.184937	-10	-0.14679	4.04114	
3.10272	-0.164795	-10	-0.12146	4.04083	
3.10211	-0.149536	-10	-0.139465	4.04114	
3.10272	-0.149841	-10	-0.152588	4.03992	
3.10333	-0.161133	-10	-0.127869	4.04114	
3.10211	-0.184021	-10	-0.139465	4.04053	
3.1015	-0.20752	-10	-0.158691	4.04175	
3.10272	-0.226135	-10	-0.137329	4.04053	
3.10333	-0.233459	-10	-0.132446	4.04053	
3.10272	-0.241394	-10	-0.152588	4.04053	
3.10211	-0.258789	-10	-0.142517	4.04053	
3.1015	-0.289612	-10	-0.12085	4.04114	
3.10242	-0.323792	-10	-0.144043	4.04053	
3.10272	-0.345459	-10	-0.153198	4.04022	
3.10211	-0.346069	-10	-0.126648	4.04083	
3.10272	-0.331726	-10	-0.137024	4.04083	
3.10211	-0.313721	-10	-0.154114	4.04083	
3.10333	-0.300598	-10	-0.127869	4.04022	
