3.10516	0.917969	-10	-0.123901	4.0387	
3.10425	0.916748	-10	-0.179443	4.039	
3.10333	0.925903	-7.86652	-0.137024	4.0387	
3.10394	0.957642	-10	-0.0979614	4.03778	
3.10272	0.990295	-10	-0.171509	4.03931	
3.10364	1.00616	-8.56293	-0.160828	4.039	
3.10333	1.00464	-9.1861	-0.0964355	4.03931	
3.10455	0.993958	-10	-0.147095	4.03931	
3.10577	0.985413	-9.79156	-0.174866	4.0387	
3.10455	0.975037	-8.17566	-0.109558	4.0387	
3.10394	0.969238	-10	-0.127563	4.039	
3.10425	0.968933	-10	-0.183411	4.03992	
3.10486	0.977783	-7.82227	-0.133362	4.0387	
3.10333	0.986633	-10	-0.101013	4.03809	
3.10333	0.978699	-10	-0.173035	4.039	
3.10028	0.94696	-8.56842	-0.158691	4.0387	
3.1015	0.90271	-9.20715	-0.0958252	4.0387	
3.10028	0.872803	-10	-0.149231	4.0387	
3.1015	0.872192	-9.85901	-0.17395	4.039	
3.1015	0.884399	-8.18054	-0.108948	4.03809	
3.10028	0.889587	-10	-0.12146	4.0387	
3.1015	0.881348	-10	-0.177917	4.0387	
3.10028	0.87616	-7.88635	-0.139771	4.0387	
3.09967	0.88623	-10	-0.101624	4.03839	
3.10028	0.905457	-10	-0.164795	4.039	
3.10059	0.925598	-8.56415	-0.160217	4.03809	
3.10272	0.934448	-9.1922	-0.104675	4.03809	
3.10272	0.934753	-10	-0.14679	4.03961	
3.10333	0.932922	-9.77203	-0.175171	4.03839	
3.10394	0.942688	-8.1366	-0.11322	4.03809	
3.10333	0.963135	-10	-0.121155	4.0387	
3.10333	0.983276	-10	-0.18158	4.0387	
3.10272	0.988464	-7.80853	-0.13092	4.03809	
3.10303	0.982971	-10	-0.100403	4.03809	
3.10333	0.977783	-10	-0.162964	4.03839	
3.10333	0.98053	-8.61755	-0.15625	4.03778	
3.10272	0.991821	-9.13757	-0.0939941	4.03778	
3.10272	1.00342	-10	-0.141907	4.039	
3.10272	1.00952	-9.80957	-0.176086	4.03839	
3.10272	1.00616	-8.09692	-0.112305	4.03809	
3.10303	1.00586	-10	-0.118713	4.039	
3.10455	1.01105	-10	-0.170288	4.03839	
3.10516	1.02234	-7.82898	-0.13031	4.039	
3.10486	1.02936	-10	-0.101013	4.03809	
3.10364	1.0318	-10	-0.158997	4.0387	
3.10333	1.03699	-8.54706	-0.151062	4.03778	
3.10394	1.05011	-9.10706	-0.0921631	4.03839	
3.10272	1.06628	-10	-0.145874	4.0387	
3.1015	1.07422	-9.8587	-0.171509	4.0387	
3.1015	1.06689	-8.1601	-0.107422	4.03809	
3.10486	1.05377	-10	-0.117188	4.039	
3.10455	1.04401	-10	-0.167236	4.03839	
3.10364	1.0437	-7.81952	-0.135803	4.0387	
3.10181	1.04431	-10	-0.0964355	4.03839	
3.10455	1.03149	-10	-0.166321	4.04022	
3.10333	1.01257	-8.61725	-0.154419	4.03809	
